id,Name,How to,Form check,Movement plane id,Muscles worked (primary),Muscles worked (secondary),Equipment,YT video,"Excercise type (reps, reps x weight, timed, timed x weight)",workout section
clean_pull,Clean Pull,"Set up over a barbell with an overhand or hook grip just outside your legs, hips down, back flat and chest up. Push through the floor to lift the bar past your knees, then extend your hips, knees and ankles explosively. Shrug tall and let the bar rise without catching it.","Keep the bar close · Full extend the hips, knees and ankles · No early arm pull",power_olympic,Full Body,Quadriceps; Glutes; Hamstrings; Shoulders; Traps,Barbell,https://www.youtube.com/watch?v=HXzCOkKG_Y8,reps x weight,strength
climbing,Climbing,Work up a climbing wall or route at a pace that keeps you moving continuously. Push through the legs to move upward and keep the arms relatively straight so the legs carry the work.,"Drive with the legs, not the arms · Keep the hips close to the wall · Move steadily rather than in bursts",cardio,Cardio,,Cardio equipment or open space,https://www.youtube.com/watch?v=Wd_BeLoWtME,timed,warmup/cooldown
concentration_curl,Concentration Curl,"Sit on a bench with your legs apart and brace the back of your upper arm against the inside of your thigh. Curl the dumbbell up to your shoulder, squeeze, then lower until the arm is straight.",Upper arm braced on the thigh · No swinging the shoulder · Lower all the way to a straight arm,iso_biceps,Biceps,Forearms,Bodyweight,https://www.youtube.com/watch?v=llD6MImgqe8,reps,strength
cross_body_hammer_curl,Cross Body Hammer Curl,"Stand tall with a dumbbell in each hand and palms facing in. Without rotating your wrist, curl one dumbbell up and across your body toward the opposite shoulder. Lower it back to your side and repeat with the other arm.","Curl across to the opposite shoulder · Neutral grip, no wrist twist",iso_biceps,Biceps,Forearms,Dumbbell,https://www.youtube.com/watch?v=QltplrVDy4Y,reps x weight,strength
crunch,Crunch,"Lie on your back with your knees bent and your hands light beside your head. Curl the shoulders and upper back off the floor by shortening the abs, then lower back down under control.","Curl the spine, do not just lift the neck · Lower back stays on the floor · Hands rest light, no pulling",core_flexion,Abdominals,Other,Bodyweight,https://www.youtube.com/watch?v=qZq9bNk1owk,reps,strength
crunch_machine,Crunch (Machine),"Sit in the ab machine with the pad across your chest and your feet hooked in place. Crunch forward by rounding the spine and contracting the abs, then return slowly against the weight.","Round the spine, do not just hip fold · Drive with the abs not the arms · Return slowly, no stack slam",core_flexion,Abdominals,Other,Machine,https://www.youtube.com/watch?v=iWXOKvQ46YQ,reps x weight,strength
crunch_weighted,Crunch (Weighted),"Lie on your back with your knees bent and hold a plate or dumbbell against your chest or overhead. Curl the shoulders off the floor, pause at the top, then lower under control.","Hold the weight close and still · Curl the spine, not the neck · Lower slowly rather than dropping back",core_flexion,Abdominals,Other,Bodyweight,https://www.youtube.com/watch?v=f6v5ujUf6jU,reps x weight,strength
curtsy_lunge_dumbbell,Curtsy Lunge (Dumbbell),"Stand holding dumbbells at your sides and step one leg back and across behind the other, like a curtsy. Lower until the front thigh is near parallel, then push through the front heel to stand.","Step back and across, not straight back · Front knee tracks over the foot · Keep the chest tall and hips square",lunge,Quadriceps,Glutes; Hamstrings; Calves,Dumbbell,https://www.youtube.com/watch?v=C6gq15ulRQU,reps x weight,strength
cycling,Cycling,"Ride at a steady effort you can hold for the whole session, adjusting resistance or terrain to keep the heart rate in range. Keep the pedal stroke smooth rather than mashing at the top.",Set the saddle so the knee stays slightly bent at the bottom · Smooth circular pedal stroke · Hold a steady cadence,cardio,Cardio,,Cardio equipment or open space,https://www.youtube.com/watch?v=fW-gDFOLaCk,timed,warmup/cooldown
dead_bug,Dead Bug,"Lie on your back with arms reaching toward the ceiling and knees bent over your hips at 90 degrees. Press your lower back flat into the floor. Slowly lower one arm overhead and the opposite leg toward the floor, then return and switch sides.",Pin lower back to floor · Lower opposite arm and leg,core_anti_extension,Abdominals,Glutes; Lower Back,Bodyweight,https://www.youtube.com/watch?v=o4GKiEoYClI,reps,strength
dead_hang,Dead Hang,Grip the bar with both hands about shoulder width and let your body hang with the arms straight. Keep the shoulders active by pulling them slightly down away from the ears and hold for time.,"Arms straight, shoulders pulled down · Breathe steadily rather than holding your breath · Drop off before the grip fails",horizontal_pull,Upper Back,Biceps; Shoulders; Forearms,Pull-up bar,https://www.youtube.com/watch?v=0Bx_Ap7-EwU,timed,strength
deadlift_band,Deadlift (Band),"Stand on the middle of the band with feet hip width and hold one end in each hand. Hinge down with a flat back until you feel the hamstrings load, then stand tall by driving the hips forward.","Flat back from start to finish · Push the floor away with the legs · Finish standing tall, do not lean back",hinge,Glutes,Hamstrings; Lower Back; Adductors,Resistance band,https://www.youtube.com/watch?v=DgVUJtuxyJo,reps,strength
deadlift_barbell,Deadlift (Barbell),"Set the bar over the mid-foot, hip-width stance, and grip just outside the knees. Take the slack out, flatten the back and brace, then push the floor away and stand tall, dragging the bar up the legs to a locked-out finish.","Bar over the mid-foot, shins near the bar · flat back, chest up, lats tight · push the floor away rather than yanking · lock the hips and knees together at the top",hinge,Glutes,Hamstrings; Lower Back; Adductors,Barbell,https://www.youtube.com/watch?v=yPqv3ejnZvc,reps x weight,strength
deadlift_dumbbell,Deadlift (Dumbbell),"Hold a dumbbell in each hand in front of your thighs with your feet hip width. Hinge at the hips and lower the weights along the front of your legs, then drive the hips forward to stand tall.",Keep the dumbbells close to the legs · Flat back throughout · Push the hips back rather than squatting down,hinge,Glutes,Hamstrings; Lower Back; Adductors,Dumbbell,https://www.youtube.com/watch?v=iXbGzZE84aI,reps x weight,strength
deadlift_smith_machine,Deadlift (Smith Machine),"Set the bar low in the Smith machine and stand with it over the middle of your feet. Hinge down and grip the bar, then drive through the floor to stand tall, keeping the bar path locked in the rails.","Set the bar over mid foot · Flat back, chest up · The rails fix the path so drive straight up",hinge,Glutes,Hamstrings; Lower Back; Adductors,Smith machine,https://www.youtube.com/watch?v=RkXbWR9dkic,reps x weight,strength
deadlift_trap_bar,Deadlift (Trap bar),"Stand in the center of a loaded trap bar and grip both handles. Lower your hips, lift your chest and look forward with a flat back. Push your feet through the floor to stand tall, driving with your legs, then hinge back down under control.","Stand centered in the bar · Push the floor away with your legs · Drive the knees, not just hips",hinge,Glutes,Hamstrings; Lower Back; Adductors,Trap bar,https://www.youtube.com/watch?v=v709aJKv-gM,reps x weight,strength
deadlift_high_pull,Deadlift High Pull,"Deadlift the bar from the floor and, as it passes the thighs, extend hard and pull it up to chest height with the elbows driving high and outside. Reverse the path and return the bar to the floor.","Extend the hips before the arms pull · Elbows finish high and wide · Lower the bar, do not drop it",full_body,Full Body,,Bodyweight,https://www.youtube.com/watch?v=MZ6mOgudLfY,reps,strength
decline_bench_press_barbell,Decline Bench Press (Barbell),"On a decline bench with feet secured, unrack and hold the bar over the lower chest. Lower under control to the lower chest, then press back up and lock out.","Bar tracks to the lower chest · keep the shoulder blades squeezed · control down, drive up · keep the wrists stacked over the elbows",horizontal_push,Chest,Triceps; Shoulders,Barbell,https://www.youtube.com/watch?v=a88og0i8LxE,reps x weight,strength
decline_bench_press_dumbbell,Decline Bench Press (Dumbbell),"Lie on a decline bench with your legs hooked and a dumbbell in each hand at chest height. Press both dumbbells up until the arms are straight, then lower to a stretch at the lower chest.",Hook the legs in before you start · Lower to the lower chest · Have a spotter or use a manageable weight,horizontal_push,Chest,Triceps; Shoulders,Dumbbell,https://www.youtube.com/watch?v=4R_GwRhG0rY,reps x weight,strength
decline_bench_press_machine,Decline Bench Press (Machine),"Set the seat so the handles line up with the mid-chest. Press the handles forward until the arms are extended, then return under control to a stretch.","Adjust the seat so handles meet the mid-chest · keep the back against the pad · don't let the shoulders roll forward · control the return, don't let it slam",horizontal_push,Chest,Triceps; Shoulders,Machine,https://www.youtube.com/watch?v=cydpcLmdXx0,reps x weight,strength
decline_bench_press_smith_machine,Decline Bench Press (Smith Machine),"Set a decline bench in a Smith machine and lie back so the bar sits over your lower chest. Take a overhand grip wider than shoulder width and unlock the bar. Lower it under control to your lower chest, then press it straight up and lock out.",Grip wider than shoulders · Lower to your lower chest,horizontal_push,Chest,Triceps; Shoulders,Smith machine,https://www.youtube.com/watch?v=p-2sQTf4E-w,reps x weight,strength
decline_chest_fly_dumbbell,Decline Chest Fly (Dumbbell),"Lie on a decline bench holding dumbbells above your chest with a soft elbow bend. Open the arms wide in an arc until you feel the stretch, then bring them back together over the lower chest.",Keep the elbow angle fixed · Open only as far as is comfortable · Use a lighter weight than for pressing,iso_chest,Chest,Shoulders; Biceps,Dumbbell,https://www.youtube.com/watch?v=GADRBlIXPb8,reps x weight,strength
decline_crunch,Decline Crunch,"Hook your legs at the top of a decline bench and lie back with your hands beside your head, elbows in. Press your lower back into the bench and curl your shoulders up toward your hips by flexing your abs. Squeeze, then lower under control.","Curl ribs toward your hips · Hands off the neck, elbows in · No swinging off the bench",core_flexion,Abdominals,Other,Bodyweight,https://www.youtube.com/watch?v=wzJiNZLlsmA,reps,strength
decline_crunch_weighted,Decline Crunch (Weighted),"Hook your legs at the top of a decline bench and hold a plate against your chest. Curl your torso up by rounding the spine, then lower under control without letting your back slam down.","Round the spine rather than hip folding · Hold the plate close · Lower slowly, do not drop back",core_flexion,Abdominals,Other,Bodyweight,https://www.youtube.com/watch?v=4TyLQJsIDY4,reps x weight,strength
